Fecha;NMT;Situaciï¿½n;Ld;Le;Ln;LAeq24;LAS01;LAS10;LAS50;LAS90;LAS99;Nombre
sep-19;26;Embajada;61,2;60,2;56,7;60;67,2;63,4;57,8;51,4;43,8;
sep-19;27;Barajas Pueblo;62,3;60,8;56,2;60,8;70,8;64,7;53,7;44,2;37,2;
sep-19;28;Cuatro Vientos;67,2;65,7;59,2;65,4;73,8;69,8;59,9;42,1;36;
sep-19;29;El Pardo;58;56,6;61,5;59,3;67,6;60,1;51,1;36,9;33,4;
sep-19;30;Campo de las Naciones;60,3;59,5;52,7;58,7;66,5;61,7;56,5;42,9;37,9;
sep-19;31;Sanchinarro;62,5;62,5;52,6;61;71,2;65,8;53,1;43,4;38,8;
sep-19;47;Mï¿½ndez ï¿½lvaro;56,6;58,4;51,2;55,9;67,7;55,9;49,3;39,8;34,9;
sep-19;48;Castellana;62,6;62;58,2;61,5;68,1;64,3;60;53,3;47,3;
sep-19;50;Pza de Castilla;66,1;65,7;61,2;64,9;71,7;66,4;62,5;55,2;48,6;
sep-19;54;Ensanche de Vallecas;60,3;60,1;58,1;59,6;66,1;62,2;57,1;43,7;37;
sep-19;55;Urbanizaciï¿½n Embajada II;56,4;56,2;52,5;55,4;63;58;51,6;45,5;41,3;
sep-19;86;Tres Olivos;57,6;57,4;50;56,2;65,8;59,8;50,8;40,2;36,3;
oct-19;1;Paseo de Recoletos;74,7;66,8;64,4;72,4;81,7;74,1;64,6;56;48,3;
oct-19;2;Carlos V;70;69,8;66,7;69,1;76,7;71;67,4;61,1;54,6;
oct-19;3;Plaza del Carmen;63,6;62,1;61,2;62,7;71,1;65,2;58,9;52,1;48;
oct-19;4;Plaza de Espaï¿½a;64,1;62,6;58,7;62,6;72,2;64,7;60;53,7;47,9;
oct-19;5;Barrio del Pilar;62,6;70,2;68,6;67,1;81,2;64,3;58,5;46;39,3;
oct-19;6;Gregorio Maraï¿½ï¿½n;72;71,3;67;70,8;77,7;74,1;67,8;59,8;50,8;
oct-19;8;Escuelas Aguirre;66,8;66,3;63;65,7;72,6;68,6;63,9;56,4;47,1;
oct-19;10;Cuatro Caminos;66;65,2;59,9;64,6;72,8;68;60,4;49,5;42;
oct-19;11;Ramï¿½n y Cajal;68,7;67,9;62;67,2;73,7;70,1;65,5;51,2;39,5;
oct-19;12;Plaza Manuel Becerra;64,6;64;58,5;63,2;71,8;64,7;60,2;51,7;44,8;
oct-19;13;Vallecas;65;58,9;51,3;62,4;70,4;67,4;54;42,9;38,1;
oct-19;14;Glorieta Fdez. Ladreda;64,9;64,8;60,1;63,8;71;65,8;62,3;55,1;49,1;
oct-19;16;Arturo Soria;62,2;61,5;56;60,7;67,6;64,2;58,4;41,7;34,7;
oct-19;17;Villaverde;57,2;58,2;50,5;56,2;65;58,8;52,4;41,2;35,1;
oct-19;18;Farolillo;57,4;58,6;50,3;56,4;N/D;N/D;N/D;N/D;N/D;
oct-19;19;Alto Extremadura;60,4;60,8;54,2;59,2;67,4;62;55,2;41,8;30;
oct-19;20;Avda de Moratalaz;61,2;60,7;53,4;59,7;67,5;62;56;44;38,5;
oct-19;24;Casa de Campo;49,5;47,8;43,2;47,9;56;50,8;44,6;39,1;36,7;
oct-19;25;Santa Eugenia;67,2;67;62,8;66,1;71,7;68,5;65,8;58,7;49,9;
oct-19;26;Embajada;61,8;61,2;57,3;60,6;67,9;64,1;58,3;51,5;44,3;
oct-19;27;Barajas Pueblo;62,6;61,1;56,7;61,2;71,4;65,5;53,6;43;36,9;
oct-19;28;Cuatro Vientos;68,2;66,4;60,6;66,4;74,5;70,8;61,6;42,3;36,1;
oct-19;29;El Pardo;58,4;56;50,3;56,6;65,4;60,4;50,8;36,2;33,5;
oct-19;30;Campo de las Naciones;60,7;59,7;55,3;59,3;67,1;62,4;56,9;43,9;38,9;
oct-19;31;Sanchinarro;63,4;63,2;52,7;61,8;71,9;66,6;54,4;44;38,3;
oct-19;47;Mï¿½ndez ï¿½lvaro;56;57,6;49,6;55,1;66,9;55,3;48,5;39,6;35,4;
oct-19;48;Castellana;63,5;62,7;58,6;62,2;68,8;65,1;60,5;53,2;46,1;
oct-19;50;Pza de Castilla;66,7;66,2;61,6;65,5;71,8;67;63,2;55,5;48,6;
oct-19;54;Ensanche de Vallecas;60,9;60,8;53,3;59,5;66,6;62,9;57,7;42,8;37,2;
oct-19;55;Urbanizaciï¿½n Embajada II;56,8;55,6;50,7;55,3;63,7;58,3;51,2;44,5;40,2;
oct-19;86;Tres Olivos;60,1;57,2;49,8;58;66,6;60,5;51,4;39,5;36,2;
nov-19;1;Paseo de Recoletos;67,9;67,6;65,4;67,1;73;70,2;64,3;56,8;49,3;
nov-19;2;Carlos V;70,4;70,1;67,1;69,5;75,8;71,4;67,9;61,7;55,4;
nov-19;3;Plaza del Carmen;63,6;61,6;60,3;62,4;70,8;64,9;58,8;51,8;47,3;
nov-19;4;Plaza de Espaï¿½a;64,1;62,9;59,3;62,8;72,8;64,4;60,2;54,3;48,6;
nov-19;5;Barrio del Pilar;61,4;61,6;53,8;60;67;62,9;57,7;45,4;38,4;
nov-19;6;Gregorio Maraï¿½ï¿½n;72,1;71,8;67,8;71;77,7;74,4;67,9;60,7;51,7;
nov-19;8;Escuelas Aguirre;67,1;66,6;63,8;66,2;72,9;69;64,4;57,6;48,3;
nov-19;10;Cuatro Caminos;66,6;65,5;60,2;65,1;73,3;68,6;61,2;49,8;42,3;
nov-19;11;Ramï¿½n y Cajal;69,3;68,6;62,6;67,8;74,2;70,8;66;52,8;41;
nov-19;12;Plaza Manuel Becerra;65,2;63,3;58,3;63,5;73,2;64,6;60,2;52,3;45,1;
nov-19;13;Vallecas;64,5;57,1;52,1;61,9;69,9;67,5;54,6;43,9;39,4;
nov-19;14;Glorieta Fdez. Ladreda;65,6;64,9;60,2;64,2;70,7;66,2;62,7;55,5;49,4;
nov-19;16;Arturo Soria;63,2;62,2;57,3;61,7;68,4;65,3;59,5;44,4;36,2;
nov-19;17;Villaverde;57,4;57,9;50,1;56,1;64,7;58,6;52,4;42,5;36,5;
nov-19;18;Farolillo;58,5;57,2;49,8;56,4;66,8;58,7;51,1;41,9;38,7;
nov-19;19;Alto Extremadura;61,1;61,2;54,5;59,7;67;62,5;56,5;46,7;38,7;
nov-19;20;Avda de Moratalaz;61,8;60,9;54,1;60,2;68;62,8;56,7;44,9;38,9;
nov-19;24;Casa de Campo;48,6;46,2;43;47;55,4;49,9;43,6;38,9;37,1;
nov-19;25;Santa Eugenia;68,1;68;63,3;67,1;72,9;69,9;66,4;59,3;50,9;
nov-19;26;Embajada;62,9;61,8;57,7;61,6;69,4;65,3;58,9;51,5;44,5;
nov-19;27;Barajas Pueblo;63,1;61;56,5;61,4;71,8;65,7;53,8;42,8;36;
nov-19;28;Cuatro Vientos;68,8;67,5;61,3;67,1;75,2;71,6;62,1;45,1;38,4;
nov-19;29;El Pardo;59;55,8;50,7;57;66;61,2;51,1;37;32,8;
nov-19;30;Campo de las Naciones;62,1;60;54,2;60,2;68;63,3;57,4;45,9;40,9;
nov-19;31;Sanchinarro;64,6;64,5;54;63;73;67,7;55,9;44,9;39,5;
nov-19;47;Mï¿½ndez ï¿½lvaro;55,3;55,9;50;54,3;65,6;55,4;48,8;40,8;36,6;
nov-19;48;Castellana;63,7;63,4;59,4;62,6;68,7;65,9;61,4;54,1;46,1;
nov-19;50;Pza de Castilla;67,2;67;62,4;66;72,3;67,7;63,9;56,8;50,3;
nov-19;54;Ensanche de Vallecas;62;61,5;54,1;60,4;67,8;64,2;58,6;43,5;37,8;
nov-19;55;Urbanizaciï¿½n Embajada II;57,2;55,3;50,8;55,5;64,2;58,9;51,6;43,9;40,1;
nov-19;86;Tres Olivos;58,8;57,4;50,5;57;66,7;60,8;52,3;40,4;36,2;
dic-19;1;Paseo de Recoletos;68,1;68,4;65,2;67,4;74,3;70,6;64,5;56,4;49,8;
dic-19;2;Carlos V;70,5;70,9;67,8;69,8;76,7;71,6;67,9;61,8;55,8;
dic-19;3;Plaza del Carmen;64,3;63,5;60,6;63,2;71,4;65,5;59;51,9;47,6;
dic-19;4;Plaza de Espaï¿½a;64,1;63,2;59,6;62,9;N/D;N/D;N/D;N/D;N/D;
dic-19;5;Barrio del Pilar;61,7;62,3;55,1;60,5;67,4;63,2;58,1;46,9;41,1;
dic-19;6;Gregorio Maraï¿½ï¿½n;72,2;71,8;68,2;71,2;77,8;74,4;67,8;60,7;52,3;
dic-19;8;Escuelas Aguirre;67;66,9;64,4;66,3;73,1;69,2;64,3;57,2;47,6;
dic-19;10;Cuatro Caminos;66,4;66,2;60,8;65,1;73,4;68,6;60,7;50;43,4;
dic-19;11;Ramï¿½n y Cajal;68,9;68,3;63,4;67,6;74;70,6;65,5;52,7;41,7;
dic-19;12;Plaza Manuel Becerra;64,5;63,5;59;63,1;71,1;64,6;60;52,5;45,6;
dic-19;13;Vallecas;61,5;59,9;53,9;62;68,3;63,4;54;45,3;39,2;
dic-19;14;Glorieta Fdez. Ladreda;65,2;65;60,8;64,1;70,8;66,3;62,7;56;49,4;
dic-19;16;Arturo Soria;62,8;62,4;57,8;61,6;68,3;65,3;59,3;44;37,1;
dic-19;17;Villaverde;58;64,4;53,2;59,3;65,2;58,9;52,5;42,7;35,5;
dic-19;18;Farolillo;62,3;64,7;50,7;56,4;67,4;59,1;51,3;42,5;39,2;
dic-19;19;Alto Extremadura;61,1;61,6;55,6;60,1;67,4;62,6;56,3;46,5;37,9;
dic-19;20;Avda de Moratalaz;61,5;61,2;55,6;60,2;68,3;62,9;56,6;45,5;39,1;
dic-19;24;Casa de Campo;51,2;47,9;46;49,5;58,2;51,7;45,9;40,5;37,7;
dic-19;25;Santa Eugenia;68,5;68,4;64,2;67,5;73,5;70,1;66,9;60,2;51,9;
dic-19;26;Embajada;63;63,4;58,5;61,9;69,6;65,5;59,2;52,5;45,2;
dic-19;27;Barajas Pueblo;63,2;61,9;57,3;61,7;71,9;65,6;54,4;43,9;36,7;
dic-19;28;Cuatro Vientos;69;67,6;61,7;67,4;75,5;71,9;62,3;44,6;37,8;
dic-19;29;El Pardo;59,4;57,4;51,5;57,5;66,4;61,5;51,2;37,1;33,1;
dic-19;30;Campo de las Naciones;61,8;60,7;55,8;60,3;67,7;63,3;57,4;46,2;40,7;
dic-19;31;Sanchinarro;64,3;64;54;62,6;73,3;67,6;53,4;34,2;28,3;
dic-19;47;Mï¿½ndez ï¿½lvaro;58,2;55;50,1;56,2;66,3;56,2;48,3;41,3;37,3;
dic-19;48;Castellana;63,6;63,4;59,8;62,6;68,9;65,6;61,3;54,1;46,2;
dic-19;50;Pza de Castilla;66,9;66,6;63,1;65,9;71,9;67,7;63,6;56,5;50;
dic-19;54;Ensanche de Vallecas;62,2;62;55,2;60,8;68,1;64,4;58,8;45,2;36,9;
dic-19;55;Urbanizaciï¿½n Embajada II;57,7;57,7;51,9;56,6;64,7;59,5;52,1;44,5;40;
dic-19;86;Tres Olivos;58,7;57,9;53,4;57,3;67,1;60,8;51,7;39,7;35,8;
ene-20;1;;68,7;67,9;64,9;67,8;73,9;71,3;65,5;57,9;50,8;Paseo de Recoletos
ene-20;2;;70,2;69,6;67,1;69,3;75,5;71,3;67,8;61,2;55,3;Carlos V
ene-20;3;;63,1;62,1;60,6;62,2;70,9;64,7;57,9;50,7;46,6;Plaza del Carmen
ene-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
ene-20;5;;63,4;62,8;64,5;63,7;71,3;63,6;58,3;46;40,5;Barrio del Pilar
ene-20;6;;71,9;71,6;67,1;70,8;77,7;74,3;67,7;60;51,3;Gregorio Marañón
ene-20;8;;66,8;66,1;63,5;65,8;72,6;68,9;64,1;56,3;47,1;Escuelas Aguirre
ene-20;10;;66,5;65,4;60,2;65;73,2;68,5;60,8;48,5;42,1;Cuatro Caminos
ene-20;11;;68,8;67,7;62,2;67,3;73,6;70,4;65,6;51,7;40,6;Ramón y Cajal
ene-20;12;;63,7;62,8;58,4;62,4;70,2;64,1;59,8;51,5;43,9;Plaza Manuel Becerra
ene-20;13;;62,4;57,3;68,5;64,3;69,5;64,4;53,8;42,9;37,8;Vallecas
ene-20;14;;65,4;64,4;65;65,1;70,8;66,1;62,5;54,8;48,1;Glorieta Fdez. Ladreda
ene-20;16;;62,6;62;57,3;61,3;67,8;65;59,2;43,1;36,7;Arturo Soria
ene-20;17;;57,2;64,5;59,1;60;65,6;58,7;52,2;41,9;36,8;Villaverde
ene-20;18;;59,6;62,5;70,9;56,4;67,6;58,9;51;42,2;38,8;Farolillo
ene-20;19;;61,4;60,7;60,5;60,5;67,3;62,4;55,4;40,8;29,4;Alto Extremadura
ene-20;20;;61,7;61;57,4;60,5;68,2;62,6;56,5;43,8;38,9;Avda de Moratalaz
ene-20;24;;49,4;47,6;46;48,3;56,3;51;45,3;41,2;39,3;Casa de Campo
ene-20;25;;68,4;67,7;63,5;67,2;72,7;69,6;66,6;58,9;50,2;Santa Eugenia
ene-20;26;;63,3;61,6;57,9;62,4;69;65,2;58,8;41;29,2;Embajada
ene-20;27;;63,4;62,2;57,8;61,9;72,3;66;54,8;44;36,6;Barajas Pueblo
ene-20;28;;69,4;67,3;62;67,6;75,7;72,1;62,4;43,1;38,2;Cuatro Vientos
ene-20;29;;59,3;56;50,7;57,2;66,4;61,5;50,7;34,8;32,3;El Pardo
ene-20;30;;61,2;59,4;54;59,5;67;62,9;56,8;45,3;40,8;Campo de las Naciones
ene-20;31;;64,8;64,5;55,4;63,2;73,2;68,1;55,2;44,1;39,9;Sanchinarro
ene-20;47;;57,6;55,9;50,7;55,9;67,2;55,2;48;40,4;36,8;Méndez Álvaro
ene-20;48;;63,5;63,3;59,2;62,4;68,6;65,8;61,1;53,3;45,1;Castellana
ene-20;50;;66,7;66,6;61,9;65,6;72;67,5;63,5;55,6;49;Pza de Castilla
ene-20;54;;62,1;62;59,8;61,4;67,8;64,3;59;44,9;38,8;Ensanche de Vallecas
ene-20;55;;58,2;56,3;56,8;57,5;64,8;59,4;52,1;44,5;40,4;Urbanización Embajada II
ene-20;86;;58,3;57;54,8;57,2;66,6;60,5;51,1;38,8;36,2;Tres Olivos
feb-20;1;;67,5;67,5;65,3;67;73,3;70,1;64,6;57,1;49,5;Paseo de Recoletos
feb-20;2;;69,7;69,3;66,7;68,8;75;70,8;67,4;61,1;55;Carlos V
feb-20;3;;63,1;60,7;60,1;62;70,9;64,7;58,5;51;46,2;Plaza del Carmen
feb-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
feb-20;5;;61,5;61,1;53,7;60;67;62,7;58;45,4;39,1;Barrio del Pilar
feb-20;6;;71,6;71;66,9;70,4;77,4;73,8;67,3;60;50,7;Gregorio Marañón
feb-20;8;;66,1;65,3;62,6;65,1;71,8;68;63,1;55,6;45,2;Escuelas Aguirre
feb-20;10;;65,8;64,9;60;64,4;72,7;67,9;60,5;48,6;42,2;Cuatro Caminos
feb-20;11;;68,6;67,6;62;67,1;73,4;69,8;65,3;51,4;40,4;Ramón y Cajal
feb-20;12;;63,7;62,9;58,1;62,3;70;64;59,7;51,3;43,1;Plaza Manuel Becerra
feb-20;13;;63,1;56,7;50,4;60,5;70,5;64,9;53,4;41,6;35,8;Vallecas
feb-20;14;;66,1;64,3;59,8;64,4;71,7;65,9;62,3;54,7;47,6;Glorieta Fdez. Ladreda
feb-20;16;;62,2;61,3;56,4;60,8;67,3;64,3;58,6;41,9;35,5;Arturo Soria
feb-20;17;;57,2;58,7;49,7;56,2;65,6;58,8;52,2;41,5;34,5;Villaverde
feb-20;18;;58,3;57,6;50,2;56,4;66,7;58,9;51,3;42,5;39,2;Farolillo
feb-20;19;;60,7;59,5;53,6;59,1;67;61,9;55,1;39,1;29,8;Alto Extremadura
feb-20;20;;60,7;60,5;53,5;59,3;66,9;62;56,2;43,3;38,1;Avda de Moratalaz
feb-20;24;;49,3;46,4;44;47,6;56;51;44,5;41,3;39,5;Casa de Campo
feb-20;25;;67,3;66,8;62,6;66,1;70,5;68,5;66,1;58,8;49,9;Santa Eugenia
feb-20;26;;61,6;60,7;56,8;60,4;67,4;64,1;58,1;50,6;43,6;Embajada
feb-20;27;;62,3;61,4;57;61;71,6;65,2;53,4;43,4;35,6;Barajas Pueblo
feb-20;28;;68,6;66,5;60,5;66,8;74,8;71,1;62,6;42,2;36,9;Cuatro Vientos
feb-20;29;;57,8;55,8;50,2;56;64,9;60,4;50,6;35;33,1;El Pardo
feb-20;30;;60,8;59,3;53,9;59,2;66,5;62,5;57;44,1;38,6;Campo de las Naciones
feb-20;31;;63,5;63,2;53,1;61,9;72;66,7;54,1;43,3;38,5;Sanchinarro
feb-20;47;;55,5;56,9;48,5;54,5;66,2;54,6;47,7;39;35,1;Méndez Álvaro
feb-20;48;;63,6;63;59,2;62,4;68,8;65,5;61,1;53,7;45,8;Castellana
feb-20;50;;66,5;66;61,3;65,2;71,3;66,9;63,3;55,5;48,8;Pza de Castilla
feb-20;54;;61,2;61,1;53,7;59,8;66,7;63,4;58,1;44;36;Ensanche de Vallecas
feb-20;55;;57,3;55,7;51,1;55,7;64,1;58,8;51,1;43,8;39,3;Urbanización Embajada II
feb-20;86;;58,3;56,7;50,1;56,5;66,2;60,2;51,3;39,3;36,1;Tres Olivos
mar-20;1;;68,8;64,8;62;66,8;73;68,9;60,2;48,2;38,5;Paseo de Recoletos
mar-20;2;;67,8;66,5;64,2;66,6;73,4;69,6;63,6;54,5;47,8;Carlos V
mar-20;3;;63,2;58,7;58,1;61,5;71,7;64,8;53,1;43,2;40,6;Plaza del Carmen
mar-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
mar-20;5;;59,9;59,4;52,4;58,4;66,3;61,2;54,4;42;36,4;Barrio del Pilar
mar-20;6;;69,2;67,9;64,2;67,8;75,9;71,9;63,5;50,7;40;Gregorio Marañón
mar-20;8;;63,2;62,2;59,5;62,1;70;65,8;58,8;46,4;38,4;Escuelas Aguirre
mar-20;10;;63,7;62,4;56,8;62,1;71,6;65,6;55,2;43,8;40,9;Cuatro Caminos
mar-20;11;;66,7;65,1;60,6;65,1;72,7;68,8;60,6;44,3;37,4;Ramón y Cajal
mar-20;12;;61,7;62,1;56;60,6;68,3;62,7;56,7;46;34,5;Plaza Manuel Becerra
mar-20;13;;58,6;57,7;49,9;57;66,5;61,1;48,7;38,8;35;Vallecas
mar-20;14;;63,6;61,9;58,2;62,1;69;64,5;59,1;49,8;40,2;Glorieta Fdez. Ladreda
mar-20;16;;60,4;58,8;54,3;58,9;66,8;63,2;54;37,7;33,1;Arturo Soria
mar-20;17;;55,2;54,6;48,5;53,7;63,3;56,9;48,6;38,5;33,7;Villaverde
mar-20;18;;55,4;55;49,6;54,1;63,8;56,5;47,4;40,9;38,5;Farolillo
mar-20;19;;59,1;58,9;52,2;57,7;66,6;60,9;52,2;38,8;29,5;Alto Extremadura
mar-20;20;;60,2;58,7;55,8;58,9;66,7;60,8;54,2;39,9;36,3;Avda de Moratalaz
mar-20;24;;48,2;46,2;47,2;47,6;55,8;49,6;44,5;42,6;42;Casa de Campo
mar-20;25;;66,3;64,7;61,4;64,9;70,9;67,9;64;53,8;43,2;Santa Eugenia
mar-20;26;;59,8;58;55,5;58,5;67,2;62,5;54,9;45,7;38,8;Embajada
mar-20;27;;61,1;60,4;55,2;59,7;71;62,4;49,7;39,4;33,4;Barajas Pueblo
mar-20;28;;66,3;64,1;58,8;64,5;73,6;68,9;57,6;39,3;35,7;Cuatro Vientos
mar-20;29;;56;54;48,7;54,3;64,3;58,7;46,4;35;33,2;El Pardo
mar-20;30;;59,2;57,3;53,4;57,6;65,8;61,2;54,2;41,4;36,1;Campo de las Naciones
mar-20;31;;61,3;60,1;50,9;59,5;71,2;63,2;49;40,5;36,3;Sanchinarro
mar-20;47;;53,8;55,5;49,7;53,3;65,2;54;45,8;37,9;33,9;Méndez Álvaro
mar-20;48;;61,3;60,2;57;60,1;67,9;63,9;57,1;46,1;37,8;Castellana
mar-20;50;;64,8;63,8;59,7;63,4;70;66;59,8;50;44,2;Pza de Castilla
mar-20;54;;62,3;58,7;52,8;60,2;69,1;62,6;54,3;40,2;33,4;Ensanche de Vallecas
mar-20;55;;55,5;53,3;49,8;53,9;63,1;56,8;48,4;41,1;38,2;Urbanización Embajada II
mar-20;86;;56,2;55;49,3;54,6;65;58,2;47,6;38,5;36,4;Tres Olivos
abr-20;1;;69,2;60,9;57,6;66,6;79,8;65,6;60,4;53,6;51,1;Paseo de Recoletos
abr-20;2;;65,4;63,7;60,6;64;71,7;67;59,5;51,6;45,4;Carlos V
abr-20;3;;60,9;53,4;52,3;58,5;70,3;60,9;47;41,4;39,2;Plaza del Carmen
abr-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
abr-20;5;;57,6;57,9;49,4;56,3;64,7;58,6;51,3;38,1;34,9;Barrio del Pilar
abr-20;6;;65,6;63,9;58,6;63,9;72,8;66,8;57,6;44,7;37,3;Gregorio Marañón
abr-20;8;;60,7;58,9;54,8;59,1;68,1;62,5;54,3;42,4;37;Escuelas Aguirre
abr-20;10;;60,3;61,7;54,5;59,4;68,9;61;51,1;42,8;41;Cuatro Caminos
abr-20;11;;63,6;63,1;55,4;62;70,3;65,5;56,2;39,5;36,6;Ramón y Cajal
abr-20;12;;59,5;61,1;53,2;58,6;65,4;60;54,1;41;32;Plaza Manuel Becerra
abr-20;13;;53,3;56,1;47,5;52,8;62,4;54,7;45,3;37;33,3;Vallecas
abr-20;14;;61;59,2;55,5;59,5;66,9;62,2;56;48;39,3;Glorieta Fdez. Ladreda
abr-20;16;;58,2;57,1;51;56,6;65,6;60,7;49,2;34,2;31,4;Arturo Soria
abr-20;17;;53,4;55,2;45,8;52,5;62,2;54,3;46,7;35,5;32,4;Villaverde
abr-20;18;;55,5;55,2;47,7;54;64,6;55,2;45,9;39,7;37,5;Farolillo
abr-20;19;;57,1;59;49;56,2;66,1;58,7;49,1;34,1;28,6;Alto Extremadura
abr-20;20;;59,1;59;49,5;57,6;66;59;53,2;37,6;35,8;Avda de Moratalaz
abr-20;24;;47,6;45,1;43,3;46,2;53,6;47,6;43,4;41,7;41,1;Casa de Campo
abr-20;25;;64,8;62,3;59,9;63,3;70,2;67;61,4;49,6;38,9;Santa Eugenia
abr-20;26;;55,7;56,2;50,4;54,6;64,6;56,4;49,3;41,5;36,1;Embajada
abr-20;27;;58,1;57,7;51,4;56,7;68,5;57,7;46,1;35,4;30,9;Barajas Pueblo
abr-20;28;;63,8;62;56,3;62;72,4;66;53,5;37,6;35,1;Cuatro Vientos
abr-20;29;;55;51,2;45,6;52,9;63,5;55,6;44;34,4;33,1;El Pardo
abr-20;30;;56,2;55,9;48,9;54,8;63,4;57,6;52,6;38,8;34,5;Campo de las Naciones
abr-20;31;;58,5;57,3;47;56,6;69,7;56,7;46,2;40,3;37,1;Sanchinarro
abr-20;47;;54;54,4;47,4;52,8;63,5;52,8;44,9;35,6;32,7;Méndez Álvaro
abr-20;48;;58,9;57,3;55,1;57,7;67,8;59,8;52,5;41,8;35,7;Castellana
abr-20;50;;61,7;60,9;55,6;60,3;67,5;62,8;56;46,8;42,2;Pza de Castilla
abr-20;54;;56,9;57,8;49,5;55,7;64,5;59;49,7;37;32,9;Ensanche de Vallecas
abr-20;55;;52,9;60,4;46,2;54,7;60,8;53,1;45,5;39,2;37,2;Urbanización Embajada II
abr-20;86;;54,1;54,4;46,7;52,8;63,2;55,7;46;37;35,5;Tres Olivos
may-20;1;;64,7;62,4;57,9;63;71;66,7;57,7;44,9;37,6;Paseo de Recoletos
may-20;2;;66;65,6;60,9;64,9;72,8;67,6;60,8;52,7;46;Carlos V
may-20;3;;60,8;57,5;54;58,9;69,6;62;51,6;42,7;39,8;Plaza del Carmen
may-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
may-20;5;;58,6;59,6;51,7;57,5;65;59,8;53,9;42,1;35,8;Barrio del Pilar
may-20;6;;65,7;64,4;58,4;64,1;73;66,9;58,6;45,4;37,4;Gregorio Marañón
may-20;8;;63,1;62,2;57,1;61,6;70;64,7;57,5;46,9;39,3;Escuelas Aguirre
may-20;10;;61,9;61,4;55,4;60,5;69,8;63,3;54;44,6;42;Cuatro Caminos
may-20;11;;65,4;73,5;57,3;67,5;74,3;67,3;59,5;41,7;37,3;Ramón y Cajal
may-20;12;;61,9;62;54,5;60,5;68,9;62,2;56,6;45,6;36,5;Plaza Manuel Becerra
may-20;13;;58,3;56,6;49,8;56,5;66,3;58,5;49,6;39,3;35,8;Vallecas
may-20;14;;63,4;61,9;56,4;61,8;70,4;64,3;58,5;49,9;42,5;Glorieta Fdez. Ladreda
may-20;16;;58,5;57,2;52,3;57;65,5;60,8;51,6;36,3;32,7;Arturo Soria
may-20;17;;58,8;58,4;48,8;57,1;68,6;58,5;50,4;37,3;33,2;Villaverde
may-20;18;;55,2;55,4;48,2;53,9;63,6;55,8;47,9;40,8;38,6;Farolillo
may-20;19;;59,7;58,2;51,5;58;67,5;59,9;51,7;36,6;29,8;Alto Extremadura
may-20;20;;60;61,2;51,4;58,9;67,8;60,4;53,9;38,7;35,7;Avda de Moratalaz
may-20;24;;50;46,4;43,5;48,2;55,7;48,2;43,9;42,1;41,1;Casa de Campo
may-20;25;;65,2;64;59,6;63,9;70,7;67,3;62,2;51;38,6;Santa Eugenia
may-20;26;;57,1;55,2;50,6;55,5;65,3;58,3;50,3;41,4;36,4;Embajada
may-20;27;;58,6;57,2;52,8;57,1;69;58,4;47,7;37;30,9;Barajas Pueblo
may-20;28;;64,8;63;56,9;63;72,6;67,1;56,1;37,5;34,7;Cuatro Vientos
may-20;29;;56,9;54,5;47;54,9;63,9;57,5;46,1;34,8;33,2;El Pardo
may-20;30;;57,3;57,3;49,6;55,9;64,2;58,4;53;39,8;35,1;Campo de las Naciones
may-20;31;;59,5;58,5;48,8;57,7;69,6;59,8;49,1;41,6;37,4;Sanchinarro
may-20;47;;56,2;57,5;49,3;55,2;66,1;55,1;48,6;36,5;32,9;Méndez Álvaro
may-20;48;;58,4;59,6;57;58,2;68,3;59,5;53,3;45;37;Castellana
may-20;50;;63,1;62,8;56,9;61,8;68,8;63,9;58,4;48,2;43;Pza de Castilla
may-20;54;;58;57,2;50,7;56,5;64,8;59,9;53,2;38,8;33,6;Ensanche de Vallecas
may-20;55;;55,7;54;48,5;54;61,8;54,9;47,9;40,7;37,4;Urbanización Embajada II
may-20;86;;58;56,3;47,7;56;65,2;57;47,8;38,3;36,2;Tres Olivos
jun-20;1;;67,6;68,3;61,2;66,1;75,5;68;60,5;50,2;42;Paseo de Recoletos
jun-20;2;;68,2;67,3;63,1;67;73,5;68,6;63,7;56;49,8;Carlos V
jun-20;3;;61,3;59,5;56;59,8;69,5;62,7;55,3;46,4;40,6;Plaza del Carmen
jun-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
jun-20;5;;60,4;65,6;53,7;60,9;67,4;62,3;57,2;45,7;38,4;Barrio del Pilar
jun-20;6;;67,3;66,9;61,6;66;74,3;68,9;62,1;51,4;42,3;Gregorio Marañón
jun-20;8;;65;65,1;61;64;71;66,9;62,2;53,4;48,1;Escuelas Aguirre
jun-20;10;;63,9;63,8;58,1;62,7;71;65,5;57,5;46,1;41,5;Cuatro Caminos
jun-20;11;;67;71,5;60,9;67,2;73,8;68,5;63,1;48;39;Ramón y Cajal
jun-20;12;;62,5;63,5;57,4;61,6;68,9;63,3;58,7;49,7;41,1;Plaza Manuel Becerra
